type,grid_id,dataset,VV,area_m,swir1,NWIclss,swir2,STATEFP,spei30d,sp30d_2,red,Plt_Dts,sp30d_1,nir,wt30_10,area_cr,VVVH_rt,wt90_10,green,cellnum,count,STUSPS,z_2,z_1,rownum,h90_100,VH,blue,h30_100,mean,rd_dg_1,z,rd_dg_2,rd_dg_3,mx_xtnt,PercFll,flyvr_d,PE,pssblyW,plot_id,NDVI,NDWI,mNDWI1,mNDWI2,NDMI1,NDMI2,NDRE,NDPI,BU3,AWEI,AWEISH,BSI,DVW,DVI,IFW,IPVI,MBSRV,MBSRN,MIFW,OSAVI,SAVI,RVI,TVI,WRI,WTI,VARI,BGR,GRR,RBR,SRBI,NPCRI,EVI3b,EVI2b,ABWI,TCB,TCG,TCW,NA_L3NA,NA_L2NA,OBJECTI,JV,Acres,Shp_Lng,Shap_Ar,L3mod,clstr_d,block,grid_area_prop,geometry,cluster_id
wet,42,2019,0.400569412581292,20423.378163000656,0.2576,4,0.1806,27,0.71,0.549999952,0.1288,261_2019,0.39,0.2094,1.3907173872,5.046718860968277,4.663399606742155,1.3907173872,0.0908,2961,1,MN,1.2649999857,0.97,31159,1,0.085896437440653,0.067,1,90,0.1695,1.56,0.1751,0.1963,0,NA,NA,NA,NA,261,0.238320520402129,-0.395069953364424,-0.478760045924225,-0.330876934414149,-0.103211991434689,0.073846153846154,0.105304829770388,0.478760045924225,0.177,-0.85055,-0.45165,116.59625829812914,0.633390473766553,0.0806,0.1186,0.619160260201065,0.2196,0.467,0.1668,0.16178241670012,0.144237652111668,1.625776397515528,3.316,0.470235546038544,0.20725,-0.249017038007864,0.737885462555066,0.704968944099379,1.922388059701492,-0.0618,0.315628192032686,0.136176251942961,0.13269499249269,-0.386426889317063,0.35001174,-0.02761008,-0.21992006,North Central Hardwood Forests,MIXED WOOD PLAINS,1,Prairie Pothole,248441000,5619189.48992,478573601978,Northern Forests,2,1 - 2019,0.9995967376194028,"c(751655.80108442, 5067713.40750145)",1
dry,50,2019,0.062191392028265,NA,0.2513,-9999,0.2755,27,0.17,0.035,0.0727,NA,-0.1,0.1012,1.40846478939,NA,10.797801899316962,1.40846478939,0.058,NA,0,MN,0.6899999976,0.5,NA,2,0.005759634470808,0.0564,1,100,0.0803,0.88,0.0808,0.0921,0,NA,NA,NA,1,285,0.163887291546866,-0.271356783919598,-0.624959586162302,-0.652173913043478,-0.425815602836879,-0.462702415715423,0.115151515151515,0.624959586162302,0.2228,-0.933875,-0.396225,134.55149501661128,0.435244075466464,0.0285,0.0432,0.581943645773433,0.1307,0.3525,0.1933,0.085354896675651007,0.063436711678291,1.392022008253095,1.122,0.370780141843972,0.109673,-0.197846567967698,0.972413793103448,0.797799174690509,1.289007092198582,-0.0163,0.126258714175058,0.063935750179469,0.05585256490656,-0.540915225125752,0.25362874,-0.08457647,-0.29233298,Western Corn Belt Plains,TEMPERATE PRAIRIES,1,Prairie Pothole,248441000,5619189.48992,478573601978,Western Corn Belt Plains,2,1 - 2019,0.6291904326729282,"c(953771.660108168, 4857737.46696019)",1
wet,49,2019,0.054597080624286,9309.712305006571,0.10555,4,0.07,19,0.17,0.135000005,0.04355,805_2019,0.1,0.076,1.07794201374,2.300476459128649,4.541600829417808,1.07794201374,0.04625,12,1,IA,0.7649999857,0.66,45996,2,0.012411955508188,0.03755,4,100,0.0793,0.87,0.0871,0.098,0,NA,NA,NA,NA,805,0.271434546214973,-0.243353783231084,-0.39064558629776,-0.204301075268817,-0.162765078490774,0.041095890410959,-0.021249195106246,0.39064558629776,0.0731,-0.3330125,-0.13665,113.53512278697887,0.514788329446057,0.03245,0.02975,0.635717273107486,0.0898,0.18155,0.0593,0.116079413342872,0.078565087563554,1.7451205510907,2.055,0.494629578628477,0.0723105,0.051674641148325,0.811891891891892,1.061997703788749,1.159786950732357,-0.006,0.073982737361282,0.076846567362114,0.068719716734998,-0.327790973871734,0.13940569,-0.019133855,-0.085164025,Western Corn Belt Plains,TEMPERATE PRAIRIES,1,Prairie Pothole,248441000,5619189.48992,478573601978,Western Corn Belt Plains,2,1 - 2019,0.9999999999999905,"c(941838.6675094, 4829192.07382494)",1
wet,34,2019,0.058274222072953,2221.5681829687965,0.172,4,0.1149,46,0.8,0.754999995,0.0764,636_2019,0.71,0.1156,1.17942929268,0.548960605852505,5.184341003308407,1.17942929268,0.064,1354,1,SD,1.9049999714,1.89,42725,3,0.011240429986331,0.041,3,43,0.0928,1.92,0.1119,0.1242,0,NA,NA,NA,NA,636,0.204166666666667,-0.287305122494432,-0.457627118644068,-0.284516489659027,-0.196105702364395,0.003036876355748,0.109404990403071,0.457627118644068,0.1328,-0.5528,-0.259125,122.66666666666666,0.491471789161099,0.0392,0.0516,0.602083333333333,0.1404,0.2876,0.108,0.111363636363636,0.084971098265896,1.513089005235602,1.856,0.488178025034771,0.119232,-0.124748490945674,0.640625,0.837696335078534,1.863414634146341,-0.0354,0.301533219761499,0.07737860244769,0.075444971361705,-0.378660729576982,0.21184385,-0.02817642,-0.14744944,Aspen Parkland/Northern Glaciated Plains,TEMPERATE PRAIRIES,1,Prairie Pothole,248441000,5619189.48992,478573601978,Aspen Parkland/Northern Glaciated Plains,2,1 - 2019,0.9999999999999992,"c(619365.541057639, 4918731.2213453)",1
wet,38,2019,0.08745135813835,16647.058366940648,0.0879,4,0.0641,46,1.13,1.014999986,0.0558,368_2019,0.9,0.111,1.40095508099,4.113571357762869,3.345634546134071,1.40095508099,0.0513,1606,1,SD,3.4049999714,3.02,35015,1,0.026138945223232,0.0369,1,98,0.0699,3.79,0.08065,0.0882,1,NA,NA,NA,NA,368,0.330935251798561,-0.367837338262477,-0.262931034482759,-0.110918544194108,0.116138763197587,0.267846944603084,0.227197346600332,0.262931034482759,0.0327,-0.282275,-0.149225,98.559670781893,0.698772590061038,0.0552,0.0597,0.665467625899281,0.1071,0.1989,0.0366,0.16891064871481,0.124175164967007,1.989247311827957,3.132,0.538461538461538,0.098508,-0.064102564102564,0.719298245614035,0.919354838709677,1.51219512195122,-0.0189,0.203883495145631,0.11804456610068,0.11085049641744,-0.292383292383292,0.16512058,-0.00173625,-0.06277226,Aspen Parkland/Northern Glaciated Plains,TEMPERATE PRAIRIES,1,Prairie Pothole,248441000,5619189.48992,478573601978,Aspen Parkland/Northern Glaciated Plains,2,1 - 2019,0.9999999999999996,"c(635021.612531741, 4995028.48876261)",1
wet,37,2019,0.051617417349955,2327.7404906447337,0.12615,5,0.08375,27,1.69,1.570000052,0.0588,726_2019,1.45,0.0719,0.52781713009,0.575196313940767,3.781937401609682,0.52781713009,0.05215,2,1,MN,3.9349999428,3.69,45362,19,0.013763294908797,0.0452,10,85,0.08705,4.18,0.0914,0.1039,0,NA,NA,NA,NA,726,0.100229533282326,-0.159209995969367,-0.415030846887269,-0.23252391464312,-0.273920727089119,-0.076132348217154,-0.095312991506763,0.415030846887269,0.11305,-0.3964875,-0.1424375,122.46316834961098,0.259439529251693,0.0131,0.01975,0.550114766641163,0.11095,0.19805,0.074,0.045063639490884,0.031155858569843,1.222789115646259,0.520000000000001,0.560212067659682,0.084425,-0.101140684410646,0.86673058485139,0.886904761904762,1.300884955752212,-0.0136,0.130769230769231,0.030164870590403,0.026998730441378,-0.286904897819386,0.15424721,-0.03765822,-0.1039016,Western Corn Belt Plains,TEMPERATE PRAIRIES,1,Prairie Pothole,248441000,5619189.48992,478573601978,Western Corn Belt Plains,2,1 - 2019,0.8047180421464885,"c(716026.326930785, 4852167.47187246)",1
dry,38,2019,0.042625621779512,NA,0.34255,-9999,0.2226,46,1.13,1.014999986,0.1212,NA,0.9,0.2397,1.01837658882,NA,6.98379350379303,1.01837658882,0.0998,NA,1,SD,3.25,2.93,NA,6,0.006103505459656,0.07155,5,4,0.15685,3.57,0.2053,0.2275,0,NA,NA,NA,1,369,0.328345802161263,-0.412076583210604,-0.54877359556912,-0.380893300248139,-0.176642335766423,0.036988968202466,0.208926995334762,0.54877359556912,0.22405,-1.1247375,-0.607975,119.67741935483872,0.740422385371867,0.1185,0.1399,0.664172901080632,0.221,0.58225,0.24275,0.227490881167211,0.206469973283773,1.977722772277228,6.254,0.37956204379562,0.213363,-0.143191702910672,0.716933867735471,0.823432343234323,1.693920335429769,-0.04965,0.257587548638132,0.207127999860167,0.193554077539233,-0.466830690723528,0.40277207,-0.01998763,-0.301047565,Aspen Parkland/Northern Glaciated Plains,TEMPERATE PRAIRIES,1,Prairie Pothole,248441000,5619189.48992,478573601978,Aspen Parkland/Northern Glaciated Plains,2,1 - 2019,0.9999999999999996,"c(634654.203717411, 4999353.67669995)",1
dry,26,2019,0.084266996840948,NA,0.2841,-9999,0.1874,46,0.8,0.800000012,0.1122,NA,0.8,0.2486,1.17203199863,NA,3.591804374619346,1.17203199863,0.1016,NA,1,SD,2.6449999809,2.54,NA,2,0.027492558155535,0.0748,3,2,0.152,2.75,0.2047,0.2293,0,NA,NA,NA,1,390,0.378048780487805,-0.419760137064535,-0.473165672802696,-0.296885813148789,-0.066641636943871,0.140366972477064,0.241138292561158,0.473165672802696,0.1477,-0.929225,-0.5171,110.12922050854525,0.797808917552339,0.1364,0.147,0.689024390243902,0.2138,0.5327,0.1825,0.261904761904762,0.237685873605948,2.215686274509804,7.760000000000001,0.401351605030974,0.209,-0.076258992805755,0.736220472440945,0.905525846702317,1.5,-0.0374,0.2,0.250587889476778,0.224655440482779,-0.427778328541687,0.3870452,-0.00208467,-0.23646587,Aspen Parkland/Northern Glaciated Plains,TEMPERATE PRAIRIES,1,Prairie Pothole,248441000,5619189.48992,478573601978,Aspen Parkland/Northern Glaciated Plains,2,1 - 2019,0.974057209642716,"c(540014.829677751, 4946290.18910384)",1
wet,41,2019,0.271467424431253,18060.28391521657,0.17195,4,0.1244,27,1.45,1.289999962,0.0842,241_2019,1.13,0.1629,1.46835303307,4.462786456869591,5.328688282783514,1.46835303307,0.06985,154,1,MN,3.6300001144,3.53,30552,0,0.050790700439127,0.0513,1,100,0.1237,3.73,0.1341,0.1474,0,NA,NA,NA,NA,241,0.318494536624848,-0.399785177228786,-0.422249793217535,-0.280823680823681,-0.027027027027027,0.134006265227985,0.136775994417306,0.422249793217535,0.09325,-0.5681375,-0.30745,108.91889018815776,0.718279713853635,0.0787,0.09305,0.659247268312424,0.15405,0.33485,0.1021,0.193318594939818,0.158010975772989,1.934679334916865,4.148,0.460056741824698,0.146669,-0.139659367396594,0.734430923407301,0.829572446555819,1.641325536062378,-0.0329,0.24280442804428,0.153309697276659,0.144141306099723,-0.382034306349684,0.256247265,-0.00898226,-0.14269565,Western Corn Belt Plains,TEMPERATE PRAIRIES,1,Prairie Pothole,248441000,5619189.48992,478573601978,Western Corn Belt Plains,2,1 - 2019,1,"c(727588.516200225, 4946000.43528655)",1
dry,19,2019,0.091517185777398,NA,0.3678,4,0.30245,46,0.9,0.804999948,0.1379,NA,0.71,0.2092,1.09313046932,NA,5.58084358418918,1.09313046932,0.1102,NA,0,SD,1.5750000477,1.25,NA,28,0.019448879062092,0.09515,4,4.5,0.15945,1.9,0.17665,0.19295,0,NA,NA,NA,1,670,0.205416306539902,-0.309956167814652,-0.538912133891213,-0.465891191082031,-0.274870017331023,-0.18225349359914,0.134951851349518,0.538912133891213,0.2965,-1.256,-0.5704625,124.85649034010248,0.515372474354554,0.0713,0.099,0.602708153269951,0.2481,0.577,0.2576,0.140603431275882,0.126254279305867,1.517041334300218,3.170000000000001,0.42998266897747,0.215445,-0.181104936253678,0.863430127041742,0.799129804205946,1.449290593799264,-0.04275,0.183437030680112,0.134734216443999,0.115734728859339,-0.438537662550094,0.420425845,-0.082877505,-0.35596038,Northwestern Glaciated Plains,WEST-CENTRAL SEMI-ARID PRAIRIES,1,Prairie Pothole,248441000,5619189.48992,478573601978,Northwestern Plains,1,1 - 2019,0.3468027282650459,"c(405559.482391574, 4948732.9758449)",1
dry,38,2019,0.164087346902403,NA,0.2506,-9999,0.182,46,1.13,1.014999986,0.0849,NA,0.9,0.1377,1.19421446323,NA,12.116884628638877,1.19421446323,0.0715,NA,1,SD,3.4049999714,3.02,NA,7,0.013542040873656,0.06025,3,38,0.10225,3.79,0.1121,0.12165,0,NA,NA,NA,1,368,0.237196765498652,-0.316443594646271,-0.556038497361068,-0.435897435897436,-0.290754571207829,-0.13856740694401,0.147739112315066,0.556038497361068,0.1978,-0.834075,-0.38895,125.78498453463304,0.553640360144924,0.0528,0.0662,0.618598382749326,0.1564,0.3883,0.1791,0.138003136434919,0.109604207030169,1.62190812720848,2.631999999999999,0.402781354622714,0.13647,-0.139365574622985,0.842657342657343,0.842167255594817,1.409128630705394,-0.02465,0.169824319669308,0.110439457006003,0.098400250473365,-0.449393227015694,0.27219531,-0.045599155,-0.23307972,Aspen Parkland/Northern Glaciated Plains,TEMPERATE PRAIRIES,1,Prairie Pothole,248441000,5619189.48992,478573601978,Aspen Parkland/Northern Glaciated Plains,2,1 - 2019,0.9999999999999996,"c(636584.520221145, 4997657.66526846)",1
wet,42,2019,0.107320026766673,1198.1428964032093,0.2529,6,0.1988,27,0.71,0.549999952,0.0551,261_2019,0.39,0.1316,1.33557415009,0.296067100415715,5.650328281097471,1.33557415009,0.0405,3021,1,MN,1.2649999857,0.97,31164,4,0.018993591421175,0.0276,2,3,0.1024,1.56,0.1241,0.1411,0,NA,NA,NA,NA,261,0.409748259239421,-0.529343404997095,-0.723926380368098,-0.661512745507731,-0.315474642392718,-0.203389830508475,0.124786324786325,0.723926380368098,0.1764,-0.886675,-0.4976,131.84931506849315,0.939091664236516,0.0765,0.0911,0.704874129619711,0.0956,0.3845,0.2124,0.220651860398039,0.167103538663172,2.388384754990925,4.005999999999999,0.248634590377113,0.106729,-0.214705882352941,0.681481481481481,0.73502722323049,1.996376811594203,-0.0275,0.332527206771463,0.152366156787763,0.151324534751234,-0.651238499646143,0.23810844,-0.017613,-0.26259501,Aspen Parkland/Northern Glaciated Plains,TEMPERATE PRAIRIES,1,Prairie Pothole,248441000,5619189.48992,478573601978,Aspen Parkland/Northern Glaciated Plains,2,1 - 2019,0.9995967376194028,"c(751433.972068393, 5067484.52030962)",1
dry,30,2019,0.076421371842301,NA,0.3825,-9999,0.3177,46,0.54,0.540000021,0.14,NA,0.54,0.2006,1.40133047104,NA,6.570855160714651,1.40133047104,0.1056,NA,1,SD,1.5449999571,1.42,NA,5,0.014611441524769,0.0854,1,2,0.1566,1.67,0.1668,0.1783,0,NA,NA,NA,1,415,0.177921315325895,-0.310254735467015,-0.567301782421635,-0.501063075832743,-0.311953352769679,-0.225930928033957,0.123180291153415,0.567301782421635,0.3219,-1.314125,-0.604675,129.2517006802721,0.48817605079291,0.0606,0.095,0.588960657662948,0.2456,0.5831,0.2769,0.121054734318817,0.10813704496788,1.432857142857143,2.259999999999999,0.421197050248671,0.213658,-0.214731585518102,0.808712121212121,0.754285714285714,1.639344262295082,-0.0546,0.242236024844721,0.108206556674523,0.098594299101913,-0.462575093359311,0.41627717,-0.08866933,-0.37955273,Aspen Parkland/Northern Glaciated Plains,TEMPERATE PRAIRIES,1,Prairie Pothole,248441000,5619189.48992,478573601978,Aspen Parkland/Northern Glaciated Plains,2,1 - 2019,1,"c(573002.862541082, 5007059.63716001)",1
